0,1,2
0.0,0.4124914917144424,0.4801704934615762
0.0,1.1293637676242814,1.4403828124844082
1.420862449571451,1.0752843540200034,1.3899781986686723
1.150121661574499,0.0,0.0
1.1501216615744998,0.0,1.4689646515801975
0.0,1.1719814824678574,1.3879359232493067
0.0,1.075284354020004,1.390499690272499
1.2737284808350695,1.075284354020004,0.0
1.1501216615744985,0.0,1.4723894282920962
1.1501216615744991,1.1261370846035177,1.3880159756632429
0.0,1.0752843540200048,1.3906018253485724
1.2141970508618003,1.075284354020004,0.0
1.150121661574499,0.0,1.4690113593684948
1.150121661574499,1.1297946529165048,1.3881088939535091
0.0,1.0752843540200034,1.3906812348920294
1.2125984045957647,1.0752843540200043,0.0
1.1501216615744998,0.0,1.4664547831365082
1.150121661574499,1.1293667848783482,1.3881818462959057
0.0,1.075284354020004,1.3907440506014914
1.2111171471780624,1.075284354020004,0.0
1.1501216615744985,0.0,1.4640891315175404
1.1501216615744991,1.128999359818588,1.3882414728000787
0.0,1.0752843540200048,1.3907955934173857
0.4858312418876389,1.075284354020004,0.0
1.2421630228820388,0.0,1.4628262504076357
1.150121661574499,1.1286442012829383,1.3882904426275595
0.0,1.075284354020004,1.3951598820201372
0.0,1.075284354020004,0.0
1.2651319718554312,0.0,1.4493203796984917
1.1501216615744998,0.934917574228272,1.3954116548347597
1.150121661574499,1.081811119406884,1.394040066557812
0.0,1.075284354020004,0.0
0.0,0.0,1.4626069713207481
1.2419021902512042,1.1319402883197496,1.3884880654159923
1.150121661574499,1.075284354020004,1.3952976052175452
1.150121661574499,1.075284354020004,0.0
0.0,0.0,1.4244346579766998
0.9680961707847816,0.93167951468277,1.3671337450676613
1.151033614112572,1.080620073039095,1.3667769932368832
1.1501216615744994,1.0752843540200043,0.0
0.0,0.0,1.4317135302984352
0.9932311676019044,1.2812942413058568,1.3663245181711647
1.1593517885544964,1.075284354020004,1.3651633402331058
1.150121661574499,1.075284354020004,0.0
0.0,0.0,1.4304214237951385
1.0308933141472252,0.954133289213872,1.3659779987345038
1.1586681248018156,1.07733537677262,1.3648325276115756
1.150121661574499,1.075284354020004,0.0
0.0,0.0,1.4518031352494252
0.6193327734925509,1.1548036339874346,1.3776312521606449
1.2514751443503451,1.075284354020004,1.386079512535932
1.1593124565935344,1.080995001562714,0.0
0.0,0.0,1.8436343321404047
1.3313353398624357,1.2549758226025522,1.4100465370432076
1.2556994053914108,1.198406919766892,1.4684370229538037
1.3003609667527336,1.243006493075165,0.0
0.0,0.0,2.027584436946555
1.593152835414101,1.5565127890731014,1.6090693588558682
1.3455665011108913,1.2840718152310948,1.5706080622687395
1.3599662903328678,1.3012278331773657,0.0
0.0,0.0,2.0497499560411656
1.5581174563219684,1.5289184557410929,1.5980072347594223
1.3137274990727892,1.2524815424047104,1.5435469940770468
1.361803897719692,1.3019337842529406,0.0
0.0,0.0,2.061379475854533
1.5930580906722502,1.5733373460643647,1.6061963976272964
1.3661732274090084,1.2992989959994068,1.5548290876390078
1.3964593783699513,1.3291134039762789,0.0
0.0,0.0,2.0730432416968463
1.6397635524611676,1.6205166514340614,1.6028282018367674
1.4099501364387494,1.3432441328196167,1.5654952837416234
1.4409495077109968,1.3737412471984078,0.0
0.0,0.0,2.105036537141771
1.6678104445424575,1.6468242396802166,1.6358470854844398
1.4543437018362213,1.3875530646249556,1.6038858659864756
1.4766931808335202,1.4092773177049007,0.0
0.0,0.0,2.139153911298294
1.6931650658300068,1.6692209382400385,1.6574835656894418
1.4683378454966538,1.4008503610385281,1.6012577659059488
1.4922637903735436,1.4239111465756584,0.0
0.0,0.0,1.8840223508741465
1.7181945878031188,1.698381206625991,1.6163337759853085
1.4580290179801398,1.3888451724149051,1.6090703508637088
1.465846649266397,1.395793018138242,0.0
0.0,0.0,2.1806813560331286
1.663582761718913,1.6436756970106343,1.6186806947808707
1.3654016796225403,1.295632156353729,1.5472948803033857
1.403413283028749,1.3335313576973946,0.0
0.0,0.0,2.149342086167906
1.6181895227910923,1.5976492879362605,1.6051526570744254
1.4061806093623672,1.3369353057034314,1.5850086452690235
1.4380425441858076,1.3817144368785526,0.0
0.0,0.0,2.1696732676280632
1.68488754546111,1.6498866383049346,1.6711072299235727
1.3869540534111944,1.3262002676575868,1.5926338737052688
1.3791690644145993,1.3206577606669672,0.0
0.0,0.0,2.116281801824481
1.5271070350169818,1.479497218274063,1.5449771352210648
1.2587358144373688,1.1837868088547476,1.4933905934977072
1.2626382081917271,1.1867080260117977,0.0
